ID,Type,Tag,Diffcult,Question,Option1,Option2,Option3,Option4,Answer,AnswerNO
1616,2,科技军事,5,世界上吨位最大的潜艇是哪种级别？,俄 “台风”级核潜艇,俄 “奥斯卡”级核潜艇,美 “俄亥俄”级核潜艇,美 “三叉戟”级核潜艇,潜艇是一既能在水面航行又能潜入水中某一深度进一行机动作战的舰艇，也称潜水艇，台风级核潜艇是目前世界最大体积和吨位潜艇纪录保持者。,4
1617,2,科技军事,3,世界上公认的第一种战斗机是哪个国家制造的飞机？,法国,英国,美国,德国,战斗机，用于在空中消灭敌机和其他飞航式空袭兵器的军用飞机，世界上公认的第一种战斗机是法国制造的。,4
1618,2,科技军事,3,世界上有“猛禽”之称的隐形战斗机是哪种？,F-22,F-35,苏-30,苏-35,隐形战斗机是通过机身涂上一层高效吸收电波的物质，造成雷达无法追踪的效果，世界上有“猛禽”之称的隐形战斗机是F-22型号。,4
1619,2,科技军事,3,世界上最先首飞的超音速民航客机“图－144”有几台发动机？,4台,3台,5台,6台,超音速客机是指其速度比音速快的民航客机，世界上最先首飞的超音速民航客机“图－144”有4台发动机。,4
1620,2,科技军事,5,世界上最先装备空降自行火箭的是哪个国家？,中国,前苏联,美国,以色列,火箭是以热气流高速向后喷出，利用产生的反作用力向前运动的喷气推进装置，世界上最先装备空降自行火箭的是中国。,4
1621,2,科技军事,5,世界上最早的地雷发明者是谁？,戚继光,袁崇焕,郑成功,沈有容,雷是一种价格低廉的防御武器。埋入地表下或布设于地面的爆炸性火器，戚继光出身于将门世家，为人正直是世界上最早的地雷发明者。,4
1622,2,科技军事,3,斯巴达克起义是世界古代史上最大的一次奴隶起义，其反抗的是哪一个帝国？,罗马,马其顿,奥匈,拜占庭,斯巴达克起义是世界古代史上最大的一次奴隶起义，是在斯巴达克领导下，罗马共和国爆发的一次最大的奴隶起义。,4
1623,2,科技军事,3,斯大林格勒大会战共历时多少天？,200,170,180,190,斯大林格勒会战，又称斯大林格勒保卫战，是二战中前苏联卫国战争的主要转折点，共历时200天。,4
1624,2,科技军事,3,太平洋战争的转折点中途岛战役发生在哪一年？,1942,1940,1941,1943,中途岛战役，是第二次世界大战的一场重要战役，也是美国海军以少胜多的一个著名战例，太平洋战争的转折点，这场战役发生在1942年。,4
1625,2,科技军事,3,坦克按战斗分为轻型、中型和重型三种，重型坦克战斗全重为？,40以上,20以上,30以上,50以上,坦克，或者称为战车，现代陆上作战的主要武器，有“陆战之王”之美称，坦克按战斗分为轻型、中型和重型三种，重型坦克战斗全重为40以上。,4
1626,2,科技军事,1,通常情况下，强行军徒步速度为？,每小时7千米,每小时6千米,每小时8千米,每小时9千米,强行军是在战斗状态下强行前进。通常情况下，强行军徒步速度为每小时7千米。,4
1627,2,科技军事,3,瓦良格号航母从购买到运抵大连共经历了多长时间？,4年,2年,3年,5年,“瓦良格”号航空母舰，是中国人民解放军海军的第一艘可搭载固定翼飞机的航空母舰，从购买到运抵大连共经历了4年时间。,4
1628,2,科技军事,3,为庆祝中国人民解放军建军几周年，全军第一届体育运动大会在北京举行？,25,15,20,30,1955年10月2日，第一届全国工人运动会在北京先农坛体育场隆重开幕。体育场的看台上坐满了首都各界群众，为庆祝中国人民解放军建军25周年。,4
1629,2,科技军事,5,哪种轻型武器是由著名枪械设计师卡拉什尼科夫设计的？,AK-47,SVD,TT-33,AN-94,卡拉什尼科夫，是苏俄著名的枪械设计师，以设计“AK-47突击步枪”而闻名。卡拉什尼科夫的代表作是AK系列步枪系列等。,4
1630,2,科技军事,2,哪种坦克使用了贫铀装机？,M1A1,豹2A5,T-80,T-90,贫铀弹是指用高密度的贫铀合金做弹芯的炮弹和炸弹，多用来穿透坦克装甲和高防护建筑物，M1A1使用的就是贫铀装机。,4
1631,2,科技军事,2,哪种坦克装备了88毫米主炮？,虎王,M-1,T-34,谢尔曼,坦克炮是现代坦克的主要武器。坦克主要在近距离作战，坦克炮在1500～2500米距离上的射效高，虎王坦克就装备了88毫米主炮。,4
1632,2,科技军事,3,哪种型号的反舰导弹在99年阅兵大典中出现，并被成为“争气弹”？,YJ-83,YJ-1,YJ-62,HY-3,反舰导弹，从舰艇、岸上或飞机上发射，是对海作战的主要武器，YJ-83型号的反舰导弹在99年阅兵大典中出现，并被成为“争气弹”。,4
1633,2,科技军事,3,哪个是反器材狙击步枪？,M-82A1,awp,M-24,M-2HB,巴雷特M82A1反器材狙击步枪是由美国巴雷特公司研发生产的重型SASR，被世界多个国家的军队和警察单位使用，包括美军特种部队。,4
1634,2,科技军事,3,下面哪种飞机不属于歼击机？,B-52,幻影2000,F-16,歼十,歼击机，用于在空中消灭敌机和其他飞航式空袭兵器的军用飞机，又称战斗机。包含有：幻影2000，F-16，歼十。,4
1635,2,科技军事,5,新型AK47突击步枪的枪弹口径为多少毫米？,7.62,7.52,7.42,7.32,АК-47是由苏联枪械设计师米哈伊尔·季莫费耶维奇·卡拉什尼科夫设计的自动步枪，新型AK47突击步枪的枪弹口径为7.62毫米。,4
1636,2,科技军事,5,新中国成立后，截止2010年，中国共进行了多少次大阅兵？,14,12,13,15,开国大典是在北京为中华人民共和国中央人民政府成立而举行的仪式，是第一次大阅兵，上截止2010年，中国共进行了14次大阅兵。,4
1637,2,科技军事,2,新中国成立后，解放军第一次实行军衔制是哪一年？,1955年,1958年,1956年,1988年,军衔制，按照军衔区别军人等级的制度，中国人民解放军于1955年第一次实行军衔制，1965年取消，1988年起，实行新的军衔制。,4
1638,2,科技军事,3,新中国开国的大将有10个，上将有多少个？,57个,37个,85个,117个,开国大典是在北京为中华人民共和国中央人民政府成立而举行的仪式，是第一次大阅兵，新中国开国的大将有10个，上将有57个。,4
1639,2,科技军事,2,徐向前是黄埔军校第几期毕业生？,1,2,3,4,徐向前，中国共产党的优秀党员，忠诚的共产主义战士，中国人民解放军的缔造者之一，是黄埔军校第1期毕业生。,4
1640,2,科技军事,3,鸦片战争发生在哪个时间？,1840年,1842年,1843年,1844年,鸦片战争发生于1840年6月，他签订了中国历史上第一个不平等条约《南京条约》，使中国开始沦为半殖民地半封建社会。,4
1641,2,科技军事,2,划分导弹射程主要针对的是弹道导弹的射程。4000公里-8000公里属于哪种射程的导弹？,远程,近程,中程,其他答案都不是,导弹是是一种依靠制导系统来控制飞行轨迹的可以指定攻击目标，甚至追踪目标动向的无人驾驶武器。一般来说，4000公里-8000公里属于远程的导弹。,4
1642,2,科技军事,2,一般情况下，排水量多少万吨位才可算是大型航空母舰？,六万吨,四万吨,八万吨,十万吨,航空母舰，简称“航母”，是一种以舰载机为主要作战武器的大型水面舰艇，一般情况下，排水量六万吨以上才可算是大型航空母舰。,4
1643,2,科技军事,3,一次大战的巨型攻城榴弹炮每次发射的炮弹重量为多少？,1吨,300公斤,500公斤,800公斤,大口径榴弹炮用于攻城而得名字。攻城榴弹炮在一战中得到广泛应用，一次大战的巨型攻城榴弹炮每次发射的炮弹重量为1吨。,4
1644,2,科技军事,2,一战中共摧毁了几个帝国？,4,2,3,5,第一次世界大战是一场主要发生在欧洲但波及到全世界的世界大战，共摧毁了4个帝国。,4
1645,2,科技军事,2,一战中曾有一艘德军潜艇在一小时内击沉三艘英国巡洋舰，令世界海军为之震惊，它是,U-9,U-15,U-17,U-51,艇是一既能在水面航行又能潜入水中某一深度进一行机动作战的舰艇，一战中曾有一艘德军潜艇在一小时内击沉三艘英国巡洋舰，它就是U-9。,4
1646,2,科技军事,1,义务兵现役期满，根据部队需要和本人自愿，经什么级以上单位批准，可改为士官？,团,营,旅,师,士官制度是我国特有的、目前正在服役的解放军和武警官兵序列中使用的军衔制度。根据部队需要和本人自愿，经团级以上单位批准，可改为士官。,4
1647,2,科技军事,3,英法联军于哪一年侵入圆明园大肆劫掠豁并由额尔金下令纵火焚烧了这一世界名园？,1860年,1840年,1850年,1870年,英法联军，是由英国和法国组建的一只侵略部队，于1860年侵入圆明园大肆劫掠豁并由额尔金下令纵火焚烧了这一世界名园。,4
1648,2,科技军事,2,有记录的世界上最远的狙击是多少米？,2475米,2314米,2375米,2414米,狙击是一种埋伏起来伺机袭击敌人的战术，2010年由驻阿富汗的英国皇家骑兵队资深狙击手克雷格·哈里森创造。,4
1649,2,科技军事,5,元朝时，统治者将当时的人分为几个等级？,四个,三个,五个,六个,元朝，又称大元，是中国历史上第一个由少数民族（蒙古族）建立并统治全国的封建王朝，元朝时，统治者将当时的人分为四个等级。,4
1650,2,科技军事,2,在珍珠港事件中，日本共击毁击伤美国主要舰只几艘，飞机260余架？,18,20,22,24,偷袭珍珠港是指由日本政府策划的一起偷袭美国军事基地的事件，在1941年珍珠港事件中，日本共击毁击伤美国主要舰只18艘，飞机260余架。,4
1651,2,科技军事,5,在2003年的伊拉克战争中，美国陆军参战的唯一一个“数字化师”是哪一个师？,第4机械化步兵师,第3机械化步兵师,第5机械化步兵师,第6机械化步兵师,伊拉克战争又称美伊战争，是美国因伊拉克拥有大规模杀伤性武器（疑似）而发动的战争，其中美国陆军的唯一一个“数字化师”是第4机械化步兵师。,4
1652,2,科技军事,5,在兵役登记方面，年满几周岁的男性公民都必须按规定进行兵役登记？,18,17,19,20,兵役登记的对象和范围是具有本市常住户籍、年龄在18至22周岁的男性公民，女性公民不进行兵役登记,4
1653,2,科技军事,3,在国土防空、抗美援朝、抗美援越等作战中，中国空军共击落击伤敌机多少余架？,3800,3600,3700,3900,空军是主要进行空中作战的军种，是现代化三军当中成立最晚的一支，在国土防空、抗美援朝、抗美援越等作战中，中国空军共击落击伤敌机3800余架。,4
1654,2,科技军事,3,在抗美援朝战争中进行了奇袭白虎团重创南朝鲜首都师的著名战斗部队是哪一支？,68军,38军,40军,50军,抗美援朝战争是为援助朝鲜、保卫中国安全，与美国发生的战争，在抗美援朝战争中进行了奇袭白虎团重创南朝鲜首都师的著名战斗部队是68军。,4
1655,2,科技军事,2,在土地革命战争时期，中央红军在井冈山革命根据地进行了几次反围剿作战？,5,3,4,6,蒋介石发动的围剿，是“以厚集兵力，严密包围及取缓进为要旨”发动了对红军的第二次围剿。最终红军反围剿成功，是进行了5次反围剿作战。,4
1656,2,科技军事,1,在珍珠港战役中，美国共损失了几艘航母？,0,1,2,3,偷袭珍珠港是指由日本政府策划的一起偷袭美国军事基地的事件，太平洋舰队三艘航母均不在港，真正损失的有战列舰“亚利桑那”号。,4
1657,2,科技军事,3,中法战争后，清政府鉴于海军失败的教训，于哪一年正式建成北洋舰队？,1888,1887,1889,1890,中法战争是清朝与法国之间为越南主权问题而爆发的战争，中法战争后，清政府鉴于海军失败的教训，于1888年正式建成北洋舰队。,4
1658,2,科技军事,4,中国的第一颗氢弹是什么时候爆炸的？,1967年,1965年,1966年,1968年,氢弹是利用原子弹爆炸的能量点燃氢的同位素氘等轻原子核的聚变反应瞬时释放出巨大能量的核武器，于1967年爆炸的。,4
1659,2,科技军事,3,中国的第一艘航母是“瓦良格”号，请问舰长多少米？,304米,302米,306米,308米,“瓦良格”号航空母舰，是第一艘可搭载固定翼飞机的航空母舰。瓦良格号航空母舰原为苏联海军的库兹涅佐夫元帅级航空母舰，舰长304米。,4
1660,2,科技军事,3,中国第一次空投核武器试验是在哪一年？,1965,1964,1966,1967,空投核武器试验，为了军事研究和科学研究目的在预定条件下进行的核爆炸装置或核武器爆炸试验，中国第一次空投核武器试验是在1965年。,4
1661,2,科技军事,3,中国第一次为外国公司提供卫星搭载服务是在哪一年？,1987,1986,1988,1989,卫星搭载服务是指在围绕一颗行星轨道并按闭合轨道做周期性运行的天然天体的搭载服务，中国第一次为外国公司提供卫星搭载服务是在1987年。,4
1662,2,科技军事,1,中国第一颗人造卫星“东方红一号”发射于哪一年？,1970,1969,1971,1972,“东方红一号”卫星是于1970年4月24日发射的中国的第一颗人造卫星，由以钱学森为首任院长的中国空间技术研究院研制。,4
1663,2,科技军事,1,中国第一枚导弹东风一号地地导弹于哪一年实验成功？,1960,1958,1959,1961,东风一号DF-1实现了零的突破。近程地地战略导弹中国根据苏联仿制的近程地地战略导弹，中国第一枚导弹东风一号地地导弹于1960年实验成功。,4
1664,2,科技军事,3,中国第一枚原子弹在什么时候试爆成功？,1964年10月16日,1961年10月11日,1965年8月16日,1966年11月16日,原子弹，是核武器之一，是利用核反应的光热辐射、冲击波和感生放射性造成杀伤和破坏作用，中国第一枚原子弹在1964年10月16试爆成功。,4
1665,2,科技军事,1,中国第一艘航母“瓦良格”号满载是排水量是多少吨？,67500,58000,58500,77500,“瓦良格”号航空母舰，是中国人民解放军海军的第一艘可搭载固定翼飞机的航空母舰。中国第一艘航母“瓦良格”号满载是排水量是67500吨。,4
1666,2,科技军事,3,中国第一艘航母的飞行甲板长多少米？,300米,208米,280米,320米,2011年8月14日，我国航母平台首次出海航行试验顺利结束。它的飞行甲板长300米，它使中国将成为世界上第十个拥有航母的国家。,4
1667,2,科技军事,3,中国第一艘核潜艇是哪一年在海军开始服役的？,1974,1973,1975,1976,核潜艇是核动力潜艇的简称，核潜艇的动力装置是核反应堆。中国第一艘核潜艇是1974年在海军开始服役的。,4
1668,2,科技军事,5,中国第一艘载人飞船“神舟五号”是哪一年发射成功的？,2003,2002,2004,2005,神舟五号载人飞船是“神舟”号系列飞船之一，是中国首次发射的载人航天飞行器，中国第一艘载人飞船“神舟五号”是2003年发射成功的。,4
1669,2,科技军事,2,中国工农红军第四方面军建于哪一年？,1931,1930,1932,1933,中国工农红军第四方面军，简称红四方面军，与红一方面军和红二方面军并称，为中国工农红军三大主力部队之一。建于1931年。,4
1670,2,科技军事,2,中国工农红军第一方面军建于哪一年？,1930,1929,1931,1932,中国工农红军第一方面军，简称红一方面军，曾称“中央红军”。土地革命战争时期，中国共产党领导的中国工农红军主力之一，建于1930年。,4
1671,2,科技军事,3,中国海军舰艇编队首次出访南亚三国是在哪一年？,1985,1982,1983,1984,舰艇编队(task organization)指由2艘以上舰艇或2个以上海上战术群组成的兵力编组，中国海军舰艇编队首次出访南亚三国是在1985年。,4
1672,2,科技军事,3,中国海军潜艇部队是于哪一年成立的？,1954年6月1日,1949年10月1日,1965年10月1日,1974年6月1日,潜艇部队，海军中在水下遂行作战任务的兵种。包括鱼雷潜艇部队、导弹潜艇部队等，中国海军潜艇部队是于1954年6月1日成立的。,4
1673,2,科技军事,3,中国海事系统吨位最大的海上巡视船“海巡31”的满载排水量达到了多少吨？,3000,2500,2800,3500,中国海事系统吨位最大的海上巡视船--“海巡31“于2005年2月正式列入交通部海事局巡船队，其满载排水量达到了3000吨。,4
1674,2,科技军事,5,中国核工业是哪一年开始建立的？,1955,1952,1950,1958,中国核工业是1955年开始建立的，从事核能开发、利用的综合性工业部门。,4
1675,2,科技军事,5,中国解放军炮兵装备的火箭炮的口径不包括哪种？,152毫米,107毫米,130毫米,300毫米,火箭炮是炮兵装备的火箭发射装置，发射管赋于火箭弹射向，由于通常为多发联装口径一般为107毫米，130毫米，300毫米。,4
1676,2,科技军事,2,中国军队中一个连辖3-4个排，大约有多少人?,100-120,50-90,120-140,140-150,连，由若干个排编成的军队一级组织，一般在营的编成内遂行战斗任务。中国军队中一个连辖3-4个排，大约有100-120人。,4
1677,2,科技军事,3,中国抗日战争胜利纪念日是哪一天？,9月3日,8月15日,9月1日,9月2日,抗日战争胜利纪念日为9月3日，为抗日战争胜利纪念日或抗战胜利纪念日，用以纪念抗日战争胜利。日本对同盟国各国递交降书。,4
1678,2,科技军事,2,中国空军共分为几个战区？,7,5,6,8,空军是现代化三军当中成立最晚的一支，许多国家直到第一次世界大战结束之后才有独立的空军出现，中国空军共分为7个战区。,4
1679,2,科技军事,3,中国陆军机动作战部队目前共有多少个集团军？,18,15,16,17,陆军机动作战，指挥自动化和电子战装备 陆军指挥自动化系统，中国陆军机动作战部队，目前共有18个集团军。,4
1680,2,科技军事,2,中国人民解放军第二炮兵于哪一年组建？,1966,1964,1965,1967,中国人民解放军第二炮兵，组建于1966年7月1日，由地地战略导弹部队和常规战役战术导弹部队组成。,4
1681,2,科技军事,2,中国人民解放军第一次设立军衔的年份是在哪一年？,1955,1953,1954,1956,军衔是区别军人等级的称号，一般分为将官、校官、尉官、士官和士兵5等，中国人民解放军第一次设立军衔的年份是在1955年。,4
1682,2,科技军事,3,中国人民解放军第一所正规海军学校于1949年11月在什么地方创办的？,大连,杭州,广州,南京,海军学校指的是一个国家对海上军事和防御的全部军事组织培训学校，中国人民解放军第一所正规海军学校于1949年11月在大连创办的。,4
1683,2,科技军事,2,中国人民解放军第一支舰载机部队正式编入海军航空兵序列是哪一年？,1991,1992,1993,1994,舰载机，以航空母舰或其他军舰为基地的海军飞机，中国人民解放军第一支舰载机部队正式编入海军航空兵序列是1991年。,4
1684,2,科技军事,2,中国人民解放军公安部队领导机构于什么时间在北京成立，罗瑞卿任司令员兼政治委员？,1950年,1949年,1951年,1952年,解放军公安部队，由公安部门管理的部队，包括边防部队等，中国人民解放军公安部队领导机构于1950年在北京成立，罗瑞卿任司令员兼政治委员。,4
1685,2,科技军事,1,中国人民解放军海军诞生的时间是哪一年？,1949年4月23日,1948年3月14日,1944年5月14日,1946年8月15日,中国人民解放军海军，诞生的时间是1949年4月23日，是中华人民共和国的海上武装力量，是中国人民解放军的战略军种，是海上作战行动的主体力量。,4
1686,2,科技军事,3,中国人民解放军海军航空兵成立于哪一年？,1953,1950,1951,1952,海军航空兵海军中主要在海洋上空遂行作战任务的兵种，中国人民解放军海军航空兵成立于1953年。,4
1687,2,科技军事,2,迫击炮的弹道是否弯曲？,是,否,都有可能,,迫击炮弹的弹道是弯曲的高弹道，但并不是真正的抛物线。由于迫击炮弹有尾翼(炮弹不旋转，靠尾翼控制方向)，在下落阶段弹道几乎是垂直的。与抛物线斜的下落是不一样的。,3
1688,2,科技军事,1,导弹是“一次性用品”，对吗？,对,不对,无法判断,,导弹是依靠制导系统来控制飞行轨迹的火箭或无人驾驶飞机式的武器，其任务是把炸药弹头或核弹头送到打击目标附近引爆，并摧毁目标。,3
1689,2,科技军事,4,没有子弹，它是靠发射带电“飞镖”来制服目标的枪是？,泰瑟枪,拐弯枪,黑星手枪,,泰瑟枪最早出现在20世纪初期的科幻小说中，也有人根据其原理称其为“电休克枪”。泰瑟枪没有子弹，它是靠发射带电“飞镖”来制服目标的。枪里面有一个充满氮气的气压弹夹。扣动扳机后，弹夹中的高压氮气迅速释放，将枪膛中的两个电极发射出来，命中目标后，倒钩可以钩住犯罪嫌疑人的衣服。,3
1690,2,科技军事,3,军事上的“阿帕奇”指的是哪种装备？,直升机,航母,坦克,,波音AH-64“阿帕奇”武装直升机是现美国陆军主力武装直升机，发展自美国陆军上个世纪七十年代初的先进武装直升机计划。,3
1691,2,科技军事,3,威力强大的沙漠之鹰手枪是哪个国家所制造的？,以色列,美国,中国,英国,沙漠之鹰是1980年由MRI发布的一部狩猎手枪。原型枪则在1981年完成，而最终定型则是在以色列军事工业公司（IMI）。第一把具有完全功能的0.357口径的手枪问世后成为了收藏家和枪械爱好者疯狂追逐的对象。,4
1692,2,科技军事,3,哪个公司是日本最大的军工生产企业？,三菱重工,斯巴鲁,富士重工,日立公司,三菱重工是日本最大的军工生产企业，居各家军工企业之首。三菱重工生产的装备，如F-2和F-15J型战斗机，以及90式坦克，在航空自卫队和陆上自卫队中都起到了核心作用，在海上自卫队，三菱重工则建造了几乎一半的潜艇，其在日本军工行业的地位可见一斑。,4
1693,2,科技军事,1,军事上的“飞毛腿”指的是哪种武器？,导弹,坦克,航母,核弹,"飞毛腿导弹(Scud)是一个已经被大众接受了的词汇，指苏联在冷战时期开发并被广泛出口的一系列的战术弹道导弹 。这个名称是从北约代号为SS-1飞毛腿得来的，是西方的情报局将""飞毛腿""这个词与一种导弹联系起来的。",4
1694,2,科技军事,3,世界上最先进的第四代隐性战斗机是？,F-22,F-23,F-16,B-2,洛克希德·马丁F-22“猛禽”战斗机是由美国洛克希德·马丁公司和波音公司联合研制的单座双发高隐身性第五代战斗机。F-22是世界上第一种进入服役的第五代战斗机。,4
1695,2,科技军事,2,坦克除顶上的出口外，另一个出口在哪？,底部,后面,前面,左边,底部，或在车身上方，炮塔前面。阅兵的时候你看露出个头的驾驶员就知道了。还有的坦克在车身底部有应急出口。,4
1696,1,科技自然,1,宇航服一般是什么颜色？,白色,黑色,蓝色,,白色具有最广的光谱范围，由此就决定了它有良好的反辐射功能以及最低的热辐射率。我们平常生活在有大气保护的地面，对人体有害的各类宇宙射线都被大气层吸收。而在太空则需要能防止射线穿透的材料来制作宇航服，以保证宇航员的健康。在这一点上，白色不是必须。但在地球的大气外层，来自太阳的热辐射强度是地面的几倍之高。白色此时就起了决定性的作用。,3
1697,1,科技自然,1,“出淤泥而不染”指的是哪种花？,莲花,梅花,桂花,牡丹,语出宋朝周敦颐的《爱莲说》，写出了莲花身处污泥之中，却纤尘不染，不随世俗、洁身自爱和天真自然不显媚态的可贵精神。,4
1698,1,科技自然,1,“娃娃鱼”因其形像娃娃，叫声又类似小儿啼哭，故而得名。请问它的学名是什么？,大鲵,大源,娃娃,姑娘,大鲵是世界上现存最大的也是最珍贵的两栖动物。它的叫声很像幼儿哭声，因此人们又叫它“娃娃鱼”，是国家二类保护水生野生动物,4
1699,1,科技自然,1,“重于泰山，轻于鸿毛”中的鸿毛是哪种动物的毛？,大雁毛,老鹰毛,大象毛,天鹅毛,鸿雁的毛，比喻极轻，微不足道。固有“重于泰山，轻于鸿毛”。,4
1700,1,科技自然,1,被国内外公认的代表真挚感情的“爱情幸福花”的是什么花？,玫瑰,橘子花,茶花,剑兰,玫瑰，又被称为刺玫花、徘徊花、刺客、穿心玫瑰。蔷薇科蔷薇属灌木。作为农作物，其花朵主要用于食品及提炼香精玫瑰油，又名“爱情幸福花”。,4
1701,1,科技自然,1,春天一堆满天飘舞的白色毛毛是什么树产生的？,柳树,银杉,梅花树,橘子树,柳树枝柔韧，叶狭长，春天开黄绿色花，种子上有白色毛状物，成熟后随风飞散。,4
1702,1,科技自然,1,从解剖学的角度来看，动物中最聪明的是哪个？,海豚,八哥,猴子,鹦鹉,海豚是最聪明的动物。从解剖学的角度来看，海豚的脑部非常发达，不但大而且重。脑重和体重的比值约为0.6，这个值虽然远低于人类的1.93,4
1703,1,科技自然,1,大熊猫是中国的国宝，请问它主要的食物是什么？,竹子,桑树,罂粟,松树,大熊猫，一般称作“熊猫”，是世界上最珍贵的动物之一，数量十分稀少，属于国家一级保护动物，体色为黑白相间，被誉为“中国国宝”，主要是以竹子为食物。,4
1704,1,科技自然,1,菊花一般在什么季节开放？,秋天,春天,冬天,夏天,菊花，多年生菊科草本植物 ，其花瓣呈舌状或筒状，一般在秋天季节开放。,4
1705,1,科技自然,1,陆生动物中哪种在体型上仅次于大象？,犀牛,老虎,狮子,豹子,犀牛是哺乳类犀科的总称，是最大的奇蹄目动物，也是仅次于大象体型大的陆地动物。体肥笨拙，体长2.2～4.5米，肩高1.2～2米,4
1706,1,科技自然,1,陆游词句“零落成泥碾作尘，只有香如故”写的是哪种植物？,梅花,黄花菜,爆米花,丁香,出自陆游的《卜算子·咏梅》，诗人以“咏梅”为题，咏物寓志，表达了自己孤高雅洁的志趣。,4
1707,1,科技自然,1,猫科动物中吼声最大、次声波传播最远的是哪种？,狮子,狗,猫,美洲虎,狮子是所有猫科动物中，吼声最大，也是次声波传播最远的猫科动物，因为它的喉软骨最发达。,4
1708,1,科技自然,1,犬科动物中体型最大的是哪种？,狼,狗,猎犬,狮子,狼外形和狼狗相似，但吻略尖长，口稍宽阔，耳竖立不曲。尾挺直状下垂；毛色棕灰。栖息范围广，适应性强，是最大的犬科动物，体重20——90千克。,4
1709,1,科技自然,1,人的哪类细胞死亡脱落后不可再生？,脑细胞,骨细胞,表皮细胞,内脏细胞,细胞因受严重损伤而累及胞核时，呈现代谢停止、结构破坏和功能丧失等不可逆性变化，此即细胞死亡，脑细胞死亡脱落后不可再生。,4
1710,1,科技自然,1,人们一般在情人节那天最喜欢送给爱人什么花？,玫瑰,菊花,兰花,百合,在情人节的习俗中，鲜花和巧克力是庆祝时必不可少的。玫瑰代表爱情是众所周知的。,4
1711,1,科技自然,1,软体动物是动物界中仅次于节肢动物的第二大门类，请问哪种动物是软体动物？,河蚌,蜈蚣,甲虫,大青虫,河蚌属于软体动物门，瓣鳃纲，蚌目. 珠蚌科. 无齿蚌亚科. 无齿蚌属 .贝类的通称。如果把一个可入肺颗粒物与一个篮球相比。,4
1712,1,科技自然,1,世界上最高的陆生动物是哪个？,长颈鹿,大象,鸵鸟,犀牛,长颈鹿是一种生长在非洲的反刍偶蹄动物，是世界上最高的陆生动物。雄性个体高达4.8到5.5米高，重达900公斤。,4
1713,1,科技自然,1,俗称“四不象”的动物是?,麋鹿,白唇鹿,斑马,袍子,麋鹿属于鹿科，又名大卫神父鹿，因为它头脸像马、角像鹿、颈像骆驼、尾像驴，因此又称四不像，原产于中国长江中下游沼泽地带。,4
1714,1,科技自然,1,动物中，不属于冷血动物的是哪个？,老鼠,蜥蜴,壁虎,蛇,老鼠是恒温动物，属于脊索动物门，脊椎动物亚门，哺乳纲，啮齿目，哺乳类是一种恒温动物。,4
1715,1,科技自然,1,动物中，不属于现如今“四害”的是哪一种？,麻雀,苍蝇,蚊子,蟑螂,现如今的“四害”为苍蝇、蚊子、老鼠、蟑螂。,4
1716,1,科技自然,1,动物中哪种动物没有明显的耳朵？,蛇,猫头鹰,狮子,猴子,蛇没有外耳及鼓膜结构，耳朵结构十分简单，只有内耳，所以听觉是十分迟钝的。,4
1717,1,科技自然,1,花中，最能经受严寒的花是什么？,雪莲,剑兰,芍药,牡丹,雪莲种子在0℃发芽，3-5℃生长。幼苗能经受零下21℃的严寒。,4
1718,1,科技自然,1,哪个国家是金鱼的故乡？,中国,法国,西班牙,美国,金鱼起源于中国，12世纪已开始金鱼家化的遗传研究，经过长时间培育，品种不断优化，现在世界各国的金鱼都是直接或间接由中国引种的。,4
1719,1,科技自然,1,“昙花一现”是“现”在什么时间段？,晚上,早上,中午,下午,昙花一现，指美好的事物出现的时间很短。昙花是一种灌木状肉质植物，花朵非常美丽，但是开花时间却只有3至4小时，可谓十分之短，晚上。,4
1720,1,科技自然,1,白种人眼珠呈蓝色是因为眼珠上的虹膜含有什么？,较少的黑色素,较多的蓝色素,较多的胡萝卜素,较多的青色素,白种人由于虹膜前界膜较薄，基质内色素少，而虹膜内血管又很丰富，因此虹膜上皮层的黑色素透过半透明的基质而呈蓝色或灰色。故黑色素较少。,4
1721,1,科技自然,1,蝙蝠的视力很差，请问它是依靠什么辨别方向和觅食的？,回声定位,空气流动,光线强弱,动物气味,蝙蝠主要依靠回声来辨别物体，是唯一一类演化出真正有飞翔能力的哺乳动物，有900多种。它们中的多数还具有敏锐的听觉定向（或回声定位）系统。,4
1722,1,科技自然,1,蒲公英靠什么传播种子？,风力,鸟,昆虫,都不是,蒲公英属菊科多年生草本植物。头状花序，种子上有白色冠毛结成的绒球，花开后随风飘到新的地方孕育新生命。,4
1723,1,科技自然,1,不同人种肤色的巨大差别是由皮肤里的什么造成的？,黑色素造成的,维生素造成的,微量元素造成的,都不是,肤色是指人类皮肤表皮层因黑色素、原血红素、叶红素等色素沉着所反映出的皮肤颜色。肤色在不同地区及人群有不同的分布。,4
1724,1,科技自然,1,吃饱的猫头鹰见到老鼠会怎样？,捕而杀之,视若无睹,捕来玩弄,直接无视,鸮形目（Strigiformes）中的鸟被叫做猫头鹰，总数超过130余种。在除南极洲以外所有的大洲都有分布。就算是吃饱的猫头鹰见到老鼠也会捕而杀之。,4
1725,1,科技自然,1,从物质和能量的转变过程来看，生物界中最基本的物质代谢和能量代谢是？,光合作用,消化系统,新陈代谢,排泄系统,光合作用，即光能合成作用，是植物、藻类和某些细菌，在可见光的照射下，经过光反应和碳反应，利用光合色素，是生物界中最基本的物质代谢和能量代谢。,4
